id,pair,sentence,label,resolution
327,pair2,ប៉ុន្តែឥឡូវនេះគឺផ្ទុយស្រឡះហើយបង...,negative,corpus label used
328,pair2,យោងតាមទីភ្នាក់ងារគ្រោះមហន្តរាយបានឱ្យដឹងថា គ្រួសារសរុបជាង ២០០០០០ នៅក្នុងខេត្តចំនួន ៥៤ បានរងគ្រោះដោយសារទឹកជំនន់ក្នុងរយៈពេល ១០ ថ្ងៃរហូតដល់ថ្ងៃសៅរ៍។,negative,corpus label used
329,pair2,លោក ពូទីន បានចុះហត្ថលេខាលើច្បាប់នៃការបញ្ចូលទឹកដីអ៊ុយក្រែនចំនួន ៤ រួមទាំងទីក្រុងលូហាន ខណៈដែលសហភាពអឺរ៉ុបបានព្រមព្រៀងលើការដាក់ទណ្ឌកម្មថ្មីប្រឆាំងនឹងទីក្រុងម៉ូស្គូជាការឆ្លើយតប។,neutral,annotators agreed
330,pair2,ក្រសួងធនធានទឹក និងឧតុនិយម បានអំពាវនាវឱ្យក្រសួង ស្ថាប័នពាក់ព័ន្ធ អាជ្ញាធរដែនដី និងសាធារណជនទទួលជ្រាបជាព័ត៌មាន និងបង្កើនការប្រុងប្រយ័ត្នខ្ពស់៕,positive,corpus label used
331,pair2,យ៉ាងណាមិញ គោលនយោបាយភូមិឃុំមានសុវត្ថិភាព មានន័យថាភូមិឃុំគ្មានប្រព្រឹត្តល្បែងស៊ីសង ក៏ប៉ុន្តែឥឡូវនេះសម្តេចបានសង្កេតឃើញថា ភូមិឃុំរបស់យើងកំពុងមានល្បែងស៊ីសង បនល្បែង។,neutral,annotators agreed
332,pair2,ដូចខ្ញុំមើលឃើញ ការអប់រំនឹងផ្តោតលើជំនាញ និងទេពកោសល្យ។,positive,corpus label used
333,pair2,បើតាមលោក ហ៊ុន សែន លោកក៏នឹងមិនប្តឹងឧទ្ធរណ៍បន្តទៀតឡើយ ខណៈលោកចាត់ទុកករណីនេះជាជោគជ័យមួយសម្រាប់លោក ក្នុងការតតាំងក្តីនៅតុលាការបារាំងជាមួយអតីតមេបក្សប្រឆាំងលោក សម រង្ស៊ី ហើយថាសេចក្តីសម្រេចរបស់តុលាការបារាំងថ្មីៗនេះបានជម្រះមន្ទិលសង្ស័យផ្សេងៗ ពាក់ព័ន្ធការស្លាប់របស់លោក ហុក ឡងឌី តាមឧទ្ធម្ភាគចក្រកាលពីឆ្នាំ ២០០៨៕,neutral,annotators agreed
334,pair2,"ពេលខ្លះរយៈពេលនៃទំនាក់ទំនង និងភាពជិតស្និទ្ធ បានបំផ្លាញការគោរព ព្រោះតែយើងយល់ច្រលំថា ""ការស៊ាំ"" ជា ""ភាពជិតស្និទ"" តែការពិតពីរពាក្យនេះគឺខុសគ្នា។",negative,corpus label used
335,pair2,ជំងឺកូវីដ៖ បារាំងអន់ចិត្តនឹងអង់គ្លេសដែលចេញបញ្ជាឲ្យចាប់ក្រុង រាល់អ្នកធ្វើដំណើរពី បារាំង,negative,annotators agreed
336,pair2,តួលេខរបស់កម្មវិធីអភិវឌ្ឍន៍អង្គការសហប្រជាជាតិ (UNDP) បង្ហាញពីភាពខុសគ្នាដ៏ធំមួយ នៅពេលដែលសង្គមទាំងមូលត្រូវបានគេយកមកពិចារណា។,neutral,annotators agreed
337,pair2,ស្ថានភាពបច្ចុប្បន្ននិងការផ្តល់អនុសាសន៍សម្រាប់កែលម្អត្រូវបានបង្ហាញឡើងតាមរយៈDigital Twin ដែលជាក្រាហ្វិចតំណាងឱ្យសរីរាង្គដែលមានភាពមិនប្រក្រតីលើរាងកាយយើង។,positive,corpus label used
338,pair2,ក្រៅពីស្តារថាមពលឡើងវិញ ខាងក្រោមនេះ ជាអត្ថប្រយោជន៍ជាច្រើននៃការគេង ដែលជួយធ្វើឲ្យរាង្គកាយរបស់យើងមានកម្លាំងឡើងវិញ។,positive,annotators agreed
339,pair2,ជុំវិញបញ្ហារនេះដែរ ភ្នាក់ងារកាសែតកោះសន្តិភាពប្រចាំខេត្តកណ្តាល ទំនាក់ទំនងទៅលោកវរសេនីយ៍ឯក ព្រុំ សំណាង អធិការនគរបាលស្រុកកៀនស្វាយ តែទូរស័ព្ទចូលគ្មានអ្នកទទួល ។,neutral,annotators agreed
340,pair2,មេធារីរូបនេះ ប្តេជ្ញាថា ក៏នឹងជំរុញទៅលោកប្រធានាធិបតី ចូ បៃឌិន (Joe Biden) មិនឱ្យជួបផ្ទាល់ជាមួយលោក ហ៊ុន សែន ជាលក្ខណៈទ្វេភាគីនៅឯកិច្ចប្រជុំកំពូលអាស៊ាន (ASEAN) នាពេលខាងមុខនេះទេ។,neutral,annotators agreed
341,pair2,លោក ស ខេង កាលពីខែសីហា ឆ្នាំ២០២២ បានបញ្ចប់មុខតំណែងមន្ត្រីនៅក្រសួងនេះ ថ្នាក់អនុរដ្ឋលេខាធិការ ក្រោយពីរកឃើញថា មន្ត្រីនោះមានជាប់ពាក់ព័ន្ធនឹងអំពើពុករលួយ ដើរសន្យាលក់ក្របខណ្ឌនគរបាលជាតិ ក្នុងតម្លៃចន្លោះពី១ម៉ឺន ទៅ២ម៉ឺនដុល្លារ។,negative,corpus label used
342,pair2,ព្រះតេជព្រះគុណបន្ថែមថា កូនចៅសង់ចេតិយទុកនេះ លុះត្រាតែឪពុកម្តាយ ចាស់ជរា ឬឈឺធ្ងន់ក្នុងដំណាក់កាលចុងក្រោយ។,neutral,annotators agreed
343,pair2,ខ្ញុំមានអារម្មណ៍ថាមានការឈឺចាប់ពើតខ្មួល,negative,annotators agreed
344,pair2,រីករាយថ្ងៃកំណើតក្មួយស្រីដែលពូកែខាងសម្តី ប៉ិនកូរ ប៉ិនលួង និងពូកែញិកញ៉ក់យកចិត្ត,positive,annotators agreed
345,pair2,ខណ:ពេលខ្លះទម្ងន់នៃរឿងមិនល្អដែលចូលមកប៉ះអារម្មណ៍អ្នកផ្ទួនៗ ហើយធ្ងន់ធ្ងរពេក អ្នកក៏ពិបាកនឹងគេចវេស ហើយសម្រួលអារម្មណ៍អោយមកប្រក្រតីវិញបានដោយងាយឡើយ,negative,annotators agreed
346,pair2,ខ្ញុំកក់សំបុត្រពីឡូអាន់ជីលែសទៅតូក្យូ,neutral,annotators agreed
347,pair2,នៅឆ្នាំ២០១៣ ឧស្សាហកម្មកាត់ដេរសម្លៀកបំពាក់ផ្តល់ការងារប្រមាណជា ៨.១៨ភាគរយ នៃការងារសរុប។,neutral,corpus label used
348,pair2,ជាងនេះទៅទៀត សាខាកំបូលក៏បានបំពាក់នូវអេក្រង់ LED នៅខាងមុខសាខា សម្រាប់ឲ្យអតិថិជនដែលធ្វើដំណើរឆ្លងកាត់តាមផ្លូវជាតិលេខ៤ អាចមើលវីដេអូដែលរៀបរាប់លម្អិតអំពីផលិតផល និងសេវាកម្មរបស់ធនាគារផងដែរ។,positive,corpus label used
349,pair2,ខ្ញុំគិតថាខ្ញុំនឹងរួចរាល់ឆាប់ៗតាមដែលយន្តហោះនេះបានចតចេញពីភាពចលាចលនេះ,neutral,annotators agreed
350,pair2,ខណៈប្តីទៅហូបកាហ្វេ១កែវសោះ បែរជា មិនមកផ្ទះ តាំងពីព្រឹកដល់ល្ងាច ព្រោះរវល់វក់វី និងការផ្សងសំណាង ។,negative,annotators agreed
351,pair2,"មន្ត្រីរូបនេះបានបញ្ជាក់ទៀតថា៖ ""ជំនួយយោធាទាំងអស់នេះគឺដើម្បីជួយធានាថាប្រទេសអ៊ុយក្រែនទទួលបានជោគជ័យនៅក្នុងការប្រយុទ្ធតបតទៅវិញ [ប្រឆាំងនឹងរុស្ស៊ី] ""។",positive,corpus label used
352,pair2,ឃើញផ្ទះមួយប្រហាក់ប្រហែល តែមិនដឹងថាត្រូវរឺអត់ទេ គឺនៅជិត សាលាឃុំអូសណ្តាន់ ហើយផ្លូវចូលមានតូបលក់ពីរបី និងមានផ្លាកគណបក្សកម្ពុជា ដោយឃើញមាន ចំការចេកណាំវ៉ាតឿក្បែផ្ទះ បើយើងទៅពីភ្នំពេញគឺនៅខាងស្តាំដៃ។,neutral,annotators agreed
353,pair2,ស្វាយចន្ទី គឺជាដំណាំមួយប្រភេទមានសារៈសំខាន់ណាស់ ដែលជាផ្នែកមួយជួយដល់សេដ្ឋកិច្ចប្រជាពលរដ្ឋរស់នៅទីជនបទ។,positive,annotators agreed
354,pair2,"ពញាជ័យ និងពញាសួស្តិ៍, កាលបានដំណឹងនេះហើយ, ក៏នាំបងប្អូនបេះត្រសក់ និង នាំល្បែងមហោស្រព ទៅថ្វាយព្រះរាជា ជារឿយៗ។",neutral,annotators agreed
355,pair2,មន្ត្រីក្រុងសេអ៊ូលបានបញ្ជាក់ថា កូរ៉េខាងជើងបានហោះហើរយន្តហោះចម្បាំងចំនួន ១២ គ្រឿងនៅជិតព្រំដែនជាមួយកូរ៉េខាងត្បូងកាលពីថ្ងៃព្រហស្បតិ៍ទី៦ ខែតុលា ដោយបានជំរុញឱ្យកូរ៉េខាងត្បូងបញ្ចេញយន្តហោះចម្បាំងចំនួន ៣០ ជាការឆ្លើយតប។,neutral,annotators agreed
356,pair2,សម្តេចបញ្ជាក់ថា ៖ដរាបណាអ្នកឯងប្រកាសរំសាយចោលនូវនយោបាយមានឯងអត់អញ្ញ ហើយធ្វើការសុំទោសថ្លែងជូនប្រជាពលរដ្ឋចាប់ពីពេលនេះតទៅខ្ញុំនឹងបញ្ឈប់នូវនយោបាយផ្ដួលរលំរដ្ឋាភិបាល»។,neutral,annotators agreed
357,pair2,អ្នកវិភាគនយោបាយ លោក សេង សារី លើកឡើងថា ការធ្វើទុក្ខបុកម្នេញទៅលើមេដឹកនាំនិងសកម្មជនរបស់គណបក្សប្រឆាំងនៅមូលដ្ឋាន មិនមែនជារឿងថ្មីទេ នៅក្នុងនយោបាយកម្ពុជា។,neutral,annotators agreed
358,pair2,ការហ៊ាននិយាយចេញមកអំពីរឿងនេះ លុះត្រាតែគេមានការឈឺចាប់ខ្លាំង ហើយមិនអាចបន្តអត់ធ្មត់ទៀតបាន។,negative,annotators agreed
359,pair2,កុំជឿលើអារម្មណ៍ទាំងស្រុងពេកប្អូនស្រី ព្រោះពេលខ្លះអារម្មណ៍ បានដឹកនាំបេះដូង ដោយមិនបានឆ្លងកាត់ប្រឹក្សាពីបញ្ញានោះទេ។,negative,corpus label used
360,pair2,ឆ្នាំរោង៖ (ធាតុមាស ពង្សទេវតាប្រុស) រាសីរបស់អស់លោកអ្នកដែលកើតឆ្នាំរោង ថ្ងៃនេះ មធ្យម ។,neutral,annotators agreed
361,pair2,(ភ្នំពេញ)៖ កម្មវិធី OCA Fun Run នៅតំបន់ជ្រោយចង្វា (ជុំវិញសណ្ឋាគារសុខារ៉េស៊ីដង់) ដោយមានអ្នកចូលរួមរត់កម្សាន្តប្រមាណ ១ពាន់នាក់ នៅព្រឹកថ្ងៃទី០២ ខែតុលានេះ បានរៀបចំដើម្បីអបអរសាទរមហាសន្និបាត OCA លើកទី៤១ នៅកម្ពុជាផង និងដំណើរឆ្ពោះទៅព្រឹត្តិការណ៍ 19th Asian Games Hangzhou 2022 នៅប្រទេសចិនផង។,positive,corpus label used
362,pair2,នេះបើតាមរបាយការណ៍សង្ខេបចុងក្រោយរបស់ CIVICUS ចេញផ្សាយនៅក្នុងសប្តាហ៍នេះ។,neutral,annotators agreed
363,pair2,៤ម៉ោងកន្លងផុតទៅប៊ីក៏ផុតគ្រោះថ្នាក់តែត្រូវសម្រាកនៅពេទ្យសិនយើងទាំងអស់គ្នាសប្បាយចិត្តណាស់ពេលឮថាប៊ីគ្មានអ្វីធ្ងន់ធ្ងរ,positive,annotators agreed
364,pair2,ភ្នំពេញ៖ របាយការណ៍របស់សហព័ន្ធស្រូវអង្ករកម្ពុជា បានបង្ហាញថា នៅរយៈពេល៩ខែ ឆ្នាំ២០២២នេះ កម្ពុជាបាននាំចេញស្រូវ និងអង្ករទទួលចំណូលជិត ៨៥០លានដុល្លារ។,positive,corpus label used
365,pair2,កំពុងតែរីករាយសុខៗក៏ស្រាប់តែទុក្ខរត់ចូលមកវាយទន្ទរានយកសុបិនដ៏ស្រស់បំព្រងឱ្យលង់ទៅក្នុងភាពច្របូកច្របល់ បង់ស្មារតីទប់ទល់លែងបាន។,negative,annotators agreed
366,pair2,ក្រោយពីបែកបាក់ជាមួយប្តីមក អ្នកស្រីបានចាក់មួកលក់តាមអនឡាញជាមួយកូនស្រីច្បងរហូតដល់បច្ចុប្បន្ន។,neutral,annotators agreed
367,pair2,"លើសពីនេះ អ្នកក៍ត្រូវចេះបកស្រាយ យ៉ាងណាឲ្យឃើញថា អត្ថបទរបស់អ្នក មានផលប្រយាជន៍ ដល់អ្នកអាន ដល់ជាតិខ្មែរ ជាពិសេសជា មោទនភាពរបស់កូនខ្មែរ គឺនៅត្រង់ គ្រប់ប្រភេទអត្ថបទ ជាអក្សរខ្មែរ កាន់តែសំបូរបែប ជាពិសេសលើ បណ្តាញអ៊ីនធ័រណិត សំរាប់ការកំសាន្ត, ការរកមើលព័ត៌មាន, ការសិក្សា, និងការស្រាវជ្រាវ របស់មនុស្សទូទៅ ។",positive,annotators agreed
368,pair2,សម្រាប់ប្រជាជាតិខ្មែរដែលបានហែលឆ្លងកាត់សង្គ្រាមស៊ីវិលដ៏អាក្រក់ រហូតធ្លាក់ក្នុងវាលពិឃាត តើមានពលរដ្ឋខ្មែរណាម្នាក់ដែលប្រាថ្នាចង់ឃើញសង្គរាមវិលវិញជាថ្មី?,negative,corpus label used
369,pair2,ប្រសិនបើសមត្ថកិច្ចរកឃើញថា សហជីពទ្រទ្រង់សិទ្ធិការងារ បុគ្គលិកកម្មករខ្មែរនៃក្រុមហ៊ុនណាហ្គា វើលដ៍ ដឹកនាំដោយឈ្មោះ ឈឹម ស៊ីថរ ទទួលថវិកាមិនស្របច្បាប់ មកធ្វើបាតុកម្មមិនស្របច្បាប់នេះ អាចនឹងត្រូវប្រឈមមុខច្បាប់ធ្ងន់ធ្ងរ ព្រោះវាជាការទទួលហិរញ្ញប្បទាន ខុសច្បាប់មកធ្វើសកម្មភាពប្រឆាំងនឹងកម្ពុជា។,negative,corpus label used
370,pair2,លោកស្រី ឌឺលីម៉ា ត្រូវបានឃុំខ្លួនតាំងពីឆ្នាំ ២០១៧ ហើយកំពុងប្រឈមមុខនឹងការកាត់ទោសពីបទប្រើប្រាស់គ្រឿងញៀន។,negative,corpus label used
371,pair2,ចំណុចខ្លាំងសម្រាប់ទីផ្សារទីមួយភាពយន្តបុរាណគឺផលិតកម្មធ្វើឡើងជារឿងបុរាណពិតៗនិងប្លែកគេព្រមទាំងចូលរួមពីតារាដែលចេះក្បាច់គុនដូចជាលោកសេនប៊ុនថេនលោកសុខដែនលោកពេជ្រសុផាន់លោកធន់សុភាលោកអូតភូថងនិងលោកសេងសុខចាន់ជាដើម។,neutral,corpus label used
372,pair2,តាមម្នាក់ក្នុងចំណោមនោះ បានបង្ហើបថា ផ្ទះលោក ហង្ស ឈា មានបន្ទប់ពិសេស១ នោះគឺសំដៅលើបន្ទប់កម្សាន្តផ្ទាល់ខ្លួន(Entertainment Room) របស់ ហង្ស ឈា ថាកសាងឡើងស្ទើរនឹងបាររាត្រីមួយ ដែលបំពាក់ទៅដោយសម្ភារៈ ឧបករណ៍បំពងសំឡេងទំនើបៗ។,neutral,annotators agreed
373,pair2,ទោះយ៉ាងណា លោក ភុំ វិមល នាយខណ្ឌរដ្ឋបាលជលផលខេត្តពោធិ៍សាត់ ជាខេត្ត ១ ក្នុងចំណោមខេត្តចំនួន ៦ ដែលនៅជាប់បឹងទន្លេសាបបានថ្លែងថា វិស័យជលផលនាពេលបច្ចុប្បន្ននេះ មានភាពល្អប្រសើរ បើនិយាយពីត្រីវិញ គឺសម្បូរគ្រប់ប្រភេទមានទាំង ត្រីឆ្លាំង ត្រីកែស និងត្រីរៀល ជាដើម។,positive,corpus label used
374,pair2,លោក ចារិត ហ្គិនស័រ៖ ខ្ញុំគិតថារដ្ឋាភិបាលកម្ពុជានៅមិនទាន់យល់ច្បាស់នៅឡើយពីសារដែលថាភាពរួចទោសពៃរ៍ ឬនិទ្ទណ្ឌភាពរបស់រដ្ឋាភិបាលនេះ នឹងមិនត្រូវបានអត់ឱនឱ្យជាដាច់ខាត។,negative,annotators agreed
375,pair2,ប័ណ្ណបញ្ជាក់អះអាងនេះមិនពេញលេញទេ,negative,annotators agreed
376,pair2,ការមើលទូរទស្សន៍ ឬទូរស័ព្ទច្រើនពេកក៏នឹងនាំឱ្យមានរបៀបរស់នៅមិនស្ងប់ មានបញ្ហានៃការមើល និងកាត់បន្ថយសមត្ថភាពនៃការគិត ៕,negative,annotators agreed
377,pair2,ចំណុចដៅចំនួន ១៧ កំពុងត្រូវបានលើកឡើងដោយផ្នែកៗតែប៉ុណ្ណោះ។,neutral,corpus label used
378,pair2,"ការផ្ទុះក៏ត្រូវបានគេរាយការណ៍ផងដែរនៅក្នុង ទីក្រុង Lviv, Ternopil និង Zhytomyr នៅភាគខាងលិចអ៊ុយក្រែន និងនៅ ទីក្រុង Dnipro នៅកណ្តាលអ៊ុយក្រែន។",neutral,annotators agreed
379,pair2,ទាក់ទងនឹងរឿងនេះ មន្ត្រីសមាគមសិទ្ធិមនុស្ស អាដហុក លោក យី សុខសាន្ត ដែលបានចូលរួមសង្កេត សវនាការនេះ យល់ឃើញថា ចៅក្រមបានសួរដេញដោលអំពីបញ្ហាផ្ទាល់ខ្លួនរបស់ លោក វឿង សំណាង ច្រើនជាង សួរសំណួរដាក់បន្ទុកទៅលើសំណុំរឿងដែលបានចោទប្រកាន់។,neutral,annotators agreed
380,pair2,អភិបាលក្រុងកៀវ លោក Vitali Klitschko បាននិយាយនៅលើប្រព័ន្ធផ្សព្វផ្សាយសង្គមថា ការផ្ទុះជាច្រើននៅក្នុងសង្កាត់ Shevchenkivskyi ដែលស្ថិតនៅកណ្តាលរដ្ឋធានី។,neutral,annotators agreed
381,pair2,ក្រុមហ៊ុនត្រូវបានបង្កើតឡើងនៅឆ្នាំ២០១៣ដោយលោក។,neutral,annotators agreed
382,pair2,របាយការណ៍ដដែលបង្ហាញថា យុវវ័យម្នាក់ក្នុងចំណោម ៧នាក់ នៅទូទាំងសកលលោក ត្រូវបានគេរកឃើញថា កំពុងរស់នៅជាមួយវិបត្តិផ្លូវចិត្ត។,negative,corpus label used
383,pair2,ចិនបានដាក់ចេញនូវច្បាប់ហាមប្រាមលើការលក់បារីអេឡិចត្រូនិកដែលមានរសជាតិផ្លែឈើ ខណៈប្រទេសនេះរឹតបន្តឹងលើផលិតផលដែលកំពុងពេញនិយមកាន់តែខ្លាំងឡើងពីសំណាក់អ្នកប្រើវ័យក្មេង។,neutral,annotators agreed
384,pair2,មន្ត្រីពន្ធនាគារបានដឹកសកម្មជនគណបក្សប្រឆាំងតែ ៣នាក់ ឱ្យចូលរួមនៅក្នុងសវនាការជំនុំជម្រះទៅលើបទចោទ រួមគំនិតក្បត់ និងញុះញង់ ប្រឆាំងទៅនឹងសកម្មជនគណបក្សប្រឆាំងសរុប៣៩នាក់ នាព្រឹកថ្ងៃទី១៣ ខែតុលា។,neutral,corpus label used
385,pair2,គ្រូពេទ្យជំនាញសុខភាពឲ្យដឹងថា កុមារនិងយុវវ័យដែលមានជំងឺផ្លូវចិត្ត អាចពិបាកសំរាប់ឪពុកម្តាយឬអាណាព្យាបាល ក្នុងការកំណត់ឬទទួលស្គាល់ថា កូនៗរបស់ខ្លួនមានវិបត្តិផ្លូវចិត្ត។,negative,corpus label used
386,pair2,គ្រប់យ៉ាងដែលខ្ញុំសរសេរនៅទីនេះ គ្រាន់តែជាបទពិសោធជីវិតដែលខ្ញុំបាន និង កំពុងតែឆ្លងកាត់ យ៉ាងវីវក់ ជាមួយនឹងគេនឹងឯង ហើយខ្ញុំយកអ្វីដែលខ្ញុំជួបផ្ទាល់ភាគច្រើន ដើម្បីស្រាយចម្ងល់ខាងលើ។,negative,corpus label used
387,pair2,នេះហើយជាការទូតទន់ភ្លន់និងឈ្លាសវៃមួយរបស់កម្ពុជានៅដើមឆ្នាំ២០២២។,positive,annotators agreed
388,pair2,កូនស្រីរបស់គាត់មិនសូវយល់សេចក្តីប៉ុន្មានទេ ។,negative,annotators agreed
389,pair2,ទោះជាយ៉ាងណាក៏ដោយ បន្ទាប់ពីខ្ញុំបានភ្ញាក់ដឹងខ្លួន ពីការចាក់ថ្នាំសន្លប់ ខ្ញុំក៏បានឮសម្លេងភរិយាខ្ញុំនិយាយថា ពិតជាអស្ចារ្យណាស់ បងសម្លាញ់ ។,positive,annotators agreed
390,pair2,ប្រទេសរុស្ស៊ី កំពុងបញ្ចុះបញ្ចូលឱ្យមានការបោះឆ្នោតជាសម្ងាត់ជំនួសឱ្យការបោះឆ្នោតជាសាធារណៈ ស្របពេលដែលមហាសន្និបាតអង្គការសហប្រជាជាតិដែលមានសមាជិកចំនួន ១៩៣ ប្រទេស កំពុងពិចារណាថាតើត្រូវថ្កោលទោសចំណាត់ការរបស់ទីក្រុងម៉ូស្គូក្រោយការធ្វើប្រជាមតិកាត់បញ្ចូលតំបន់អ៊ុយក្រែនចំនួន ៤ ជាទឹកដីរុស្ស៊ី ឬក៏យ៉ាងណា។,neutral,annotators agreed
391,pair2,បុគ្គលគ្រាប់ល្ពៅនេះនិយាយ អោយតែបានៗ តាមពិតកំសាកញី ប្រឹងដើម្បីតែឆ្នាំងបាយតាំងតែពីដើមមកម្លេះមនុស្សប្រភេទនេះទោសស្លាប់ក៏មិនសារភាពកំហុសដែរ,negative,annotators agreed
392,pair2,នៅពេលសួរថាតើទីក្រុងមូស្គូនឹងឆ្លើយតបដែរឬទេ ប្រសិនបើគេរកឃើញថាទីក្រុងកៀវនៅពីក្រោយឧប្បត្តិហេតុនោះ លោកបានឆ្លើយថា នឹងមានការឆ្លើយតប។,neutral,annotators agreed
393,pair2,ឆ្នាំ១៧៧៩គាត់បានបោះផ្សាយស្នាដៃរបស់ខ្លួនដែលមានចំណងជើងថា“ការពិសោធន៍ទៅលើរុក្ខជាតិ”,neutral,annotators agreed
394,pair2,បច្ចុប្បន្ននេះពិភពលោកកំពុងតែមានក្តីកង្វល់ជាខ្លាំងចំពោះការប្រែប្រួលអាកាសធាតុរបស់ផែនដីដែលកាន់តែមានកម្តៅកើនឡើងខ្ពស់ជាលំដាប់ជារៀងរាល់ឆ្នាំខុសប្លែកពីប្រក្រតីដែលនឹងបណ្តាលឲ្យមានវិបត្តិធ្ងន់ធ្ងរដល់ជីវិតអមនុស្សសត្វប្រសិនបើមិនមានវិធានការដោះស្រាយឆាប់រហ័សទេនោះ។,negative,annotators agreed
395,pair2,យោងទៅតាមក្រសួងអប់រំ សាលាអនុវិទ្យាល័យចំនួន ១៤១ នៅក្នុងខេត្តចំនួន ៨ ផ្សេងគ្នាត្រូវបានបំពាក់ដោយបន្ទប់កុំព្យូទ័រ។,neutral,annotators agreed
396,pair2,ការអង្កេតថ្មីមួយបង្ហាញថាជិត៨០ភាគរយនៃក្រុមហ៊ុនជប៉ុនស្នាក់ការធំៗដែលកំពុងមានវត្តមាននៅកម្ពុជាគ្រោងវិនិយោគបន្ថែមនៅឆ្នាំនេះនិងពីរទៅបីឆ្នាំបន្ទាប់។,neutral,annotators agreed
397,pair2,យុវជន កាក់ សុវណ្ណច្ឆ័យ ត្រូវបានចៅក្រមសាលាដំបូងរាជធានីភ្នំពេញ ចោទប្រកាន់ពីបទ ញុះញង់បង្កឱ្យមានភាពវឹកវរធ្ងន់ធ្ងរដល់សន្តិសុខសង្គម និងបទប្រមាថចំពោះអ្នករាជការសាធារណៈ។,negative,corpus label used
398,pair2,ទោះជាយ៉ាងណាក៏ដោយ ឥឡូវនេះរុស្ស៊ីកាន់កាប់ប្រហែលមួយភាគប្រាំនៃទឹកដីអ៊ុយក្រែនទាំងអស់ រួមទាំងទីក្រុង Zaporizhzhia និង ខេត្ត Kherson ភាគអាគ្នេយ៍ បន្ថែមពីលើតំបន់គ្រីមៀ (Crimea) ដែលទីក្រុងមូស្គូបានរឹបអូសក្នុងឆ្នាំ ២០១៤ ហើយចាត់ទុកជាផ្នែកមួយនៃប្រទេសរុស្ស៊ី។,neutral,corpus label used
399,pair2,លោកស្រុកមង្គលបូរី បញ្ជាក់ថា ស្រុករបសើលោក មាន១៣ឃុំ ស្មើ៨៧ភូមិ ដែលរងផលប៉ះពាល់ដោយទឹកជំនន់លិចផ្លូវ និងហូរកាត់មានចំនួន១៨៧ខ្សែប្រវែង១២៣០១៤ម៉ែត្រ មានផ្លូវខ្លះត្រូវបានទឹកហូរកាត់ដាច់មិនអាចឆ្លងកាត់បាន ដែលអាជ្ញាធរធ្វើស្ពានឱ្យប្រជាពលរដ្ឋឆ្លងកាត់៕,negative,corpus label used
400,pair2,ក្រុមហ៊ុនចម្រាញ់ប្រេងមានបរិមាណប្រហែល ៧ លានតោនដែលនៅសេសសល់បន្ទាប់ពីការនាំចេញនៅចុងខែកញ្ញា។,neutral,annotators agreed
